mixture_fraction
.1 .1
1 1 0
36
0 0 0 0.75
0 1 0 0.625
0 2 0 0.37500000000000006
0 3 0 0.25
0 4 0 0.3749999999999999
0 5 0 0.625
1 0 0 0.9665063509461096
1 1 0 0.8415063509461096
1 2 0 0.5915063509461096
1 3 0 0.4665063509461096
1 4 0 0.5915063509461095
1 5 0 0.8415063509461096
2 0 0 0.9665063509461097
2 1 0 0.8415063509461097
2 2 0 0.5915063509461098
2 3 0 0.4665063509461097
2 4 0 0.5915063509461096
2 5 0 0.8415063509461097
3 0 0 0.75
3 1 0 0.625
3 2 0 0.37500000000000006
3 3 0 0.25
3 4 0 0.3749999999999999
3 5 0 0.625
4 0 0 0.5334936490538904
4 1 0 0.4084936490538904
4 2 0 0.15849364905389046
4 3 0 0.033493649053890406
4 4 0 0.1584936490538903
4 5 0 0.4084936490538904
5 0 0 0.5334936490538904
5 1 0 0.4084936490538904
5 2 0 0.1584936490538904
5 3 0 0.03349364905389035
5 4 0 0.15849364905389024
5 5 0 0.40849364905389035
