      0.000500        0.620186        0.001587        2.004186        8.078966
      0.001500        0.630499        0.004763        2.004221        7.946957
      0.002500        0.661518        0.007938        2.004319        7.574691
      0.003500        0.694800        0.011094        2.004502        7.212518
      0.004500        0.724957        0.014236        2.004749        6.913343
      0.005500        0.750835        0.017361        2.005046        6.676053
      0.006500        0.772505        0.020468        2.005381        6.489862
      0.007500        0.790590        0.023563        2.005753        6.342578
      0.008500        0.805835        0.026656        2.006168        6.223876
      0.009500        0.818901        0.029761        2.006634        6.125997
      0.010500        0.830292        0.032885        2.007156        6.043524
      0.011500        0.840370        0.036029        2.007736        5.972777
      0.012500        0.849387        0.039192        2.008377        5.911256
      0.013500        0.857527        0.042369        2.009081        5.857193
      0.014500        0.864924        0.045555        2.009853        5.809335
      0.015500        0.871670        0.048747        2.010694        5.766786
      0.016500        0.877841        0.051932        2.011619        5.728882
      0.017500        0.883504        0.055101        2.012645        5.695066
      0.018500        0.888732        0.058253        2.013781        5.664760
      0.019500        0.893586        0.061417        2.014980        5.637342
      0.020500        0.898130        0.064613        2.016212        5.612248
      0.021500        0.902428        0.067836        2.017488        5.589053
      0.022500        0.906524        0.071079        2.018816        5.567464
      0.023500        0.910444        0.074342        2.020205        5.547307
      0.024500        0.914205        0.077618        2.021664        5.528478
      0.025500        0.917826        0.080898        2.023208        5.510875
      0.026500        0.921328        0.084171        2.024847        5.494370
      0.027500        0.924732        0.087434        2.026579        5.478827
      0.028500        0.928054        0.090694        2.028396        5.464114
      0.029500        0.931294        0.093972        2.030264        5.450116
      0.030500        0.934458        0.097279        2.032179        5.436784
      0.031500        0.937552        0.100612        2.034152        5.424103
      0.032500        0.940578        0.103968        2.036191        5.412072
      0.033500        0.943543        0.107339        2.038310        5.400682
      0.034500        0.946455        0.110716        2.040524        5.389916
      0.035500        0.949324        0.114092        2.042849        5.379745
      0.036500        0.952156        0.117472        2.045283        5.370139
      0.037500        0.954948        0.120879        2.047800        5.361026
      0.038500        0.957700        0.124325        2.050377        5.352350
      0.039500        0.960418        0.127803        2.053021        5.344079
      0.040500        0.963111        0.131302        2.055738        5.336194
      0.041500        0.965786        0.134810        2.058546        5.328681
      0.042500        0.968451        0.138317        2.061463        5.321549
      0.043500        0.971108        0.141825        2.064497        5.314799
      0.044500        0.973747        0.145361        2.067620        5.308410
      0.045500        0.976362        0.148945        2.070810        5.302361
      0.046500        0.978960        0.152571        2.074080        5.296645
      0.047500        0.981545        0.156231        2.077434        5.291235
      0.048500        0.984125        0.159914        2.080883        5.286125
