181 1
0.0200000000000000 0.0009523810000000 0.0000000000000000 
0.0199932500000000 0.0011109670000000 0.0000000000000000 
0.0199797600000000 0.0012691230000000 0.0000000000000000 
0.0199595500000000 0.0014265620000000 0.0000000000000000 
0.0199326600000000 0.0015829990000000 0.0000000000000000 
0.0198991500000000 0.0017381500000000 0.0000000000000000 
0.0198590600000000 0.0018917350000000 0.0000000000000000 
0.0198124800000000 0.0020434770000000 0.0000000000000000 
0.0197594900000000 0.0021930990000000 0.0000000000000000 
0.0197001800000000 0.0023403320000000 0.0000000000000000 
0.0196346600000000 0.0024849090000000 0.0000000000000000 
0.0195630500000000 0.0026265680000000 0.0000000000000000 
0.0194854800000000 0.0027650520000000 0.0000000000000000 
0.0194020900000000 0.0029001120000000 0.0000000000000000 
0.0193130200000000 0.0030315020000000 0.0000000000000000 
0.0192184500000000 0.0031589850000000 0.0000000000000000 
0.0191185500000000 0.0032823300000000 0.0000000000000000 
0.0190134900000000 0.0034013130000000 0.0000000000000000 
0.0189034600000000 0.0035157200000000 0.0000000000000000 
0.0187886600000000 0.0036253430000000 0.0000000000000000 
0.0186693100000000 0.0037299830000000 0.0000000000000000 
0.0185477100000000 0.0038320130000000 0.0000000000000000 
0.0184261200000000 0.0039340430000000 0.0000000000000000 
0.0183045200000000 0.0040360730000000 0.0000000000000000 
0.0181829300000000 0.0041381020000000 0.0000000000000000 
0.0180613300000000 0.0042401320000000 0.0000000000000000 
0.0179397400000000 0.0043421620000000 0.0000000000000000 
0.0178181400000000 0.0044441920000000 0.0000000000000000 
0.0176965500000000 0.0045462210000000 0.0000000000000000 
0.0175749600000000 0.0046482510000000 0.0000000000000000 
0.0174533600000000 0.0047502810000000 0.0000000000000000 
0.0173317700000000 0.0048523110000000 0.0000000000000000 
0.0172101700000000 0.0049543410000000 0.0000000000000000 
0.0170885800000000 0.0050563700000000 0.0000000000000000 
0.0169669800000000 0.0051584000000000 0.0000000000000000 
0.0168453900000000 0.0052604300000000 0.0000000000000000 
0.0167238000000000 0.0053624600000000 0.0000000000000000 
0.0166022000000000 0.0054644890000000 0.0000000000000000 
0.0164806100000000 0.0055665190000000 0.0000000000000000 
0.0163590100000000 0.0056685490000000 0.0000000000000000 
0.0162374200000000 0.0057705790000000 0.0000000000000000 
0.0161158200000000 0.0058726090000000 0.0000000000000000 
0.0159942300000000 0.0059746380000000 0.0000000000000000 
0.0158726400000000 0.0060766680000000 0.0000000000000000 
0.0157510400000000 0.0061786980000000 0.0000000000000000 
0.0156294500000000 0.0062807280000000 0.0000000000000000 
0.0155078500000000 0.0063827580000000 0.0000000000000000 
0.0153862600000000 0.0064847870000000 0.0000000000000000 
0.0152646600000000 0.0065868170000000 0.0000000000000000 
0.0151430700000000 0.0066888470000000 0.0000000000000000 
0.0150214700000000 0.0067908770000000 0.0000000000000000 
0.0148998800000000 0.0068929060000000 0.0000000000000000 
0.0147782900000000 0.0069949360000000 0.0000000000000000 
0.0146566900000000 0.0070969660000000 0.0000000000000000 
0.0145351000000000 0.0071989960000000 0.0000000000000000 
0.0144135000000000 0.0073010260000000 0.0000000000000000 
0.0142919100000000 0.0074030550000000 0.0000000000000000 
0.0141703100000000 0.0075050850000000 0.0000000000000000 
0.0140487200000000 0.0076071150000000 0.0000000000000000 
0.0139271300000000 0.0077091450000000 0.0000000000000000 
0.0138055300000000 0.0078111740000000 0.0000000000000000 
0.0136839400000000 0.0079132040000000 0.0000000000000000 
0.0135623400000000 0.0080152340000000 0.0000000000000000 
0.0134407500000000 0.0081172640000000 0.0000000000000000 
0.0133191500000000 0.0082192940000000 0.0000000000000000 
0.0131975600000000 0.0083213230000000 0.0000000000000000 
0.0130759600000000 0.0084233530000000 0.0000000000000000 
0.0129543700000000 0.0085253830000000 0.0000000000000000 
0.0128327800000000 0.0086274130000000 0.0000000000000000 
0.0127111800000000 0.0087294420000000 0.0000000000000000 
0.0125895900000000 0.0088314720000000 0.0000000000000000 
0.0124679900000000 0.0089335020000000 0.0000000000000000 
0.0123464000000000 0.0090355320000000 0.0000000000000000 
0.0122248000000000 0.0091375620000000 0.0000000000000000 
0.0121032100000000 0.0092395910000000 0.0000000000000000 
0.0119816200000000 0.0093416210000000 0.0000000000000000 
0.0118600200000000 0.0094436510000000 0.0000000000000000 
0.0117384300000000 0.0095456810000000 0.0000000000000000 
0.0116168300000000 0.0096477100000000 0.0000000000000000 
0.0114952400000000 0.0097497400000000 0.0000000000000000 
0.0113736400000000 0.0098517700000000 0.0000000000000000 
0.0112520500000000 0.0099538000000000 0.0000000000000000 
0.0111354800000000 0.0100615300000000 0.0000000000000000 
0.0110242000000000 0.0101747300000000 0.0000000000000000 
0.0109184700000000 0.0102931200000000 0.0000000000000000 
0.0108185300000000 0.0104164400000000 0.0000000000000000 
0.0107246100000000 0.0105444000000000 0.0000000000000000 
0.0106369300000000 0.0106767100000000 0.0000000000000000 
0.0105556800000000 0.0108130700000000 0.0000000000000000 
0.0104810500000000 0.0109531700000000 0.0000000000000000 
0.0104132200000000 0.0110966700000000 0.0000000000000000 
0.0103523400000000 0.0112432600000000 0.0000000000000000 
0.0102985400000000 0.0113926000000000 0.0000000000000000 
0.0102519600000000 0.0115443400000000 0.0000000000000000 
0.0102127000000000 0.0116981400000000 0.0000000000000000 
0.0101808500000000 0.0118536400000000 0.0000000000000000 
0.0101564700000000 0.0120104900000000 0.0000000000000000 
0.0101396400000000 0.0121683200000000 0.0000000000000000 
0.0101303900000000 0.0123267800000000 0.0000000000000000 
0.0101303900000000 0.0124855100000000 0.0000000000000000 
0.0101303900000000 0.0126442400000000 0.0000000000000000 
0.0101303900000000 0.0128029700000000 0.0000000000000000 
0.0101303900000000 0.0129617000000000 0.0000000000000000 
0.0101303900000000 0.0131204300000000 0.0000000000000000 
0.0101303900000000 0.0132791600000000 0.0000000000000000 
0.0101303900000000 0.0134378900000000 0.0000000000000000 
0.0101303900000000 0.0135966200000000 0.0000000000000000 
0.0101303900000000 0.0137553500000000 0.0000000000000000 
0.0101303900000000 0.0139140800000000 0.0000000000000000 
0.0101303900000000 0.0140728100000000 0.0000000000000000 
0.0101645900000000 0.0142278100000000 0.0000000000000000 
0.0102185800000000 0.0143770800000000 0.0000000000000000 
0.0102914600000000 0.0145180900000000 0.0000000000000000 
0.0103820000000000 0.0146484700000000 0.0000000000000000 
0.0104886600000000 0.0147660200000000 0.0000000000000000 
0.0106096500000000 0.0148687700000000 0.0000000000000000 
0.0107429300000000 0.0149549700000000 0.0000000000000000 
0.0108862600000000 0.0150231800000000 0.0000000000000000 
0.0110372100000000 0.0150722500000000 0.0000000000000000 
0.0111932500000000 0.0151013500000000 0.0000000000000000 
0.0113517500000000 0.0151099800000000 0.0000000000000000 
0.0115104800000000 0.0151099800000000 0.0000000000000000 
0.0116692100000000 0.0151099800000000 0.0000000000000000 
0.0118279400000000 0.0151099800000000 0.0000000000000000 
0.0119866700000000 0.0151099800000000 0.0000000000000000 
0.0121454000000000 0.0151099800000000 0.0000000000000000 
0.0123041300000000 0.0151099800000000 0.0000000000000000 
0.0124628600000000 0.0151099800000000 0.0000000000000000 
0.0126215900000000 0.0151099800000000 0.0000000000000000 
0.0127803200000000 0.0151099800000000 0.0000000000000000 
0.0129390500000000 0.0151099800000000 0.0000000000000000 
0.0130977800000000 0.0151099800000000 0.0000000000000000 
0.0132565100000000 0.0151099800000000 0.0000000000000000 
0.0134152400000000 0.0151099800000000 0.0000000000000000 
0.0135739700000000 0.0151099800000000 0.0000000000000000 
0.0137327000000000 0.0151099800000000 0.0000000000000000 
0.0138914300000000 0.0151099800000000 0.0000000000000000 
0.0140501600000000 0.0151099800000000 0.0000000000000000 
0.0142088900000000 0.0151099800000000 0.0000000000000000 
0.0143676200000000 0.0151099800000000 0.0000000000000000 
0.0145263500000000 0.0151099800000000 0.0000000000000000 
0.0146850800000000 0.0151099800000000 0.0000000000000000 
0.0148438100000000 0.0151099800000000 0.0000000000000000 
0.0150025400000000 0.0151099800000000 0.0000000000000000 
0.0151612700000000 0.0151099800000000 0.0000000000000000 
0.0153200000000000 0.0151099800000000 0.0000000000000000 
0.0154787300000000 0.0151099800000000 0.0000000000000000 
0.0156374600000000 0.0151099800000000 0.0000000000000000 
0.0157961900000000 0.0151099800000000 0.0000000000000000 
0.0159549200000000 0.0151099800000000 0.0000000000000000 
0.0161136500000000 0.0151099800000000 0.0000000000000000 
0.0162723800000000 0.0151099800000000 0.0000000000000000 
0.0164311100000000 0.0151099800000000 0.0000000000000000 
0.0165898400000000 0.0151099800000000 0.0000000000000000 
0.0167485700000000 0.0151099800000000 0.0000000000000000 
0.0169073000000000 0.0151099800000000 0.0000000000000000 
0.0170660300000000 0.0151099800000000 0.0000000000000000 
0.0172247600000000 0.0151099800000000 0.0000000000000000 
0.0173834900000000 0.0151099800000000 0.0000000000000000 
0.0175422200000000 0.0151099800000000 0.0000000000000000 
0.0177009500000000 0.0151099800000000 0.0000000000000000 
0.0178596800000000 0.0151099800000000 0.0000000000000000 
0.0180184100000000 0.0151099800000000 0.0000000000000000 
0.0181766400000000 0.0151225700000000 0.0000000000000000 
0.0183333800000000 0.0151476600000000 0.0000000000000000 
0.0184876300000000 0.0151850900000000 0.0000000000000000 
0.0186384300000000 0.0152346400000000 0.0000000000000000 
0.0187848300000000 0.0152959900000000 0.0000000000000000 
0.0189259000000000 0.0153687500000000 0.0000000000000000 
0.0190607600000000 0.0154524700000000 0.0000000000000000 
0.0191885500000000 0.0155466100000000 0.0000000000000000 
0.0193084800000000 0.0156505900000000 0.0000000000000000 
0.0194197900000000 0.0157637500000000 0.0000000000000000 
0.0195827400000000 0.0158853800000000 0.0000000000000000 
0.0196747600000000 0.0160147200000000 0.0000000000000000 
0.0197562400000000 0.0161509400000000 0.0000000000000000 
0.0198266600000000 0.0162931900000000 0.0000000000000000 
0.0198855900000000 0.0164405800000000 0.0000000000000000 
0.0199326400000000 0.0165921800000000 0.0000000000000000 
0.0199675300000000 0.0167470200000000 0.0000000000000000 
0.0199900300000000 0.0169041500000000 0.0000000000000000 
