enthalpy
0.01 0.01
1768
-22 0 -11 0.0
-22 0 -10 0.0
-22 0 -9 0.0
-22 0 -8 0.0
-22 0 -7 0.0
-22 0 -6 0.0
-22 0 -5 -4049980.2972439392
-22 0 -4 -4049980.2972439378
-22 0 -3 -4049980.2972439365
-22 0 -2 -4049980.2972439355
-22 0 -1 -4049980.2972439309
-22 0 0 -4049980.2972439341
-22 0 1 -4049980.2972439355
-22 0 2 -4049980.2972439933
-22 0 3 -4049980.2972439537
-22 0 4 -4049980.2972439397
-22 0 5 -4049980.2972439383
-22 0 6 0.0
-22 0 7 0.0
-22 0 8 0.0
-22 0 9 0.0
-22 0 10 0.0
-21 0 -13 0.0
-21 0 -12 0.0
-21 0 -11 0.0
-21 0 -10 0.0
-21 0 -9 0.0
-21 0 -8 -4049980.2972439402
-21 0 -7 -4049980.297243943
-21 0 -6 -4049980.2972439425
-21 0 -5 -4049980.2972439183
-21 0 -4 -4049980.2972439602
-21 0 -3 -4049980.29724435
-21 0 -2 -4049980.2972445437
-21 0 -1 -4049980.2972449339
-21 0 0 -4049980.2972449856
-21 0 1 -4049980.2972467015
-21 0 2 -4049980.2972487891
-21 0 3 -4049980.297247075
-21 0 4 -4049980.2972448608
-21 0 5 -4049980.2972440589
-21 0 6 -4049980.2972439458
-21 0 7 -4049980.2972439411
-21 0 8 -4049980.2972439383
-21 0 9 0.0
-21 0 10 0.0
-21 0 11 0.0
-21 0 12 0.0
-20 0 -15 0.0
-20 0 -14 0.0
-20 0 -13 0.0
-20 0 -12 0.0
-20 0 -11 0.0
-20 0 -10 -4049980.2972439369
-20 0 -9 -4049980.2972439416
-20 0 -8 -4049980.2972439313
-20 0 -7 -4049980.2972443211
-20 0 -6 -4049980.297244383
-20 0 -5 -4049980.2971658292
-20 0 -4 -4049980.2729300032
-20 0 -3 -4049979.7438612143
-20 0 -2 -4049977.5527834473
-20 0 -1 -4049974.990922526
-20 0 0 -4049974.7925199093
-20 0 1 -4050001.3522059503
