  -5.2427903e-02  -2.1690535e-02  -5.8764698e-02  -1.2369158e-03   6.6582791e-03   7.0931417e-02  -2.4504361e-02   1.0643859e-03  -3.9143505e-02   3.5422608e-03   6.0570972e-02  -4.2219768e-02  -1.1014204e-02   3.1820662e-02  -2.5030428e-02  -5.8349974e-02  -1.3783798e-02   3.5736703e-02  -1.0450397e-02   3.9749015e-02
   6.0757144e-02   2.1259673e-02   9.4237325e-02  -1.1449393e-03   2.5345936e-02  -1.1462445e-01   1.6106814e-02   8.9884352e-03   5.5251781e-02  -2.8706162e-02  -8.3749735e-02   7.3667034e-02   2.8637065e-02  -6.0891605e-02   3.1631188e-02   8.9226892e-02  -9.3149020e-04  -4.4818173e-02   3.3586451e-03  -4.0745696e-02
  -1.5122121e-01  -6.0044135e-02  -1.9306335e-01  -2.3564919e-03  -6.0935013e-03   2.3227468e-01  -6.1911941e-02  -4.2593752e-03  -1.2284036e-01   2.8254256e-02   1.8763028e-01  -1.4332417e-01  -4.4304688e-02   1.0979780e-01  -7.4866757e-02  -1.8760813e-01  -2.5076714e-02   1.0637597e-01  -2.4204247e-02   1.1179570e-01
  -2.4210730e-02  -1.1815442e-02  -1.7311118e-02  -1.8710019e-03   1.6951798e-02   2.0013105e-02  -1.6664775e-02   4.8993380e-03  -1.4554664e-02  -8.9248698e-03   2.2945888e-02  -9.8186029e-03   1.3781694e-03   4.5002711e-03  -1.0636803e-02  -1.8639735e-02  -1.2902629e-02   1.5350457e-02  -8.7128028e-03   2.1030490e-02
  -2.7889875e-02  -1.1595244e-02  -2.4542292e-02  -2.7793673e-05   7.3665514e-03   3.1328441e-02  -1.3347711e-02   1.5174364e-03  -1.7665014e-02  -9.6101382e-05   2.7787276e-02  -1.7117753e-02  -2.8246313e-03   1.3992685e-02  -1.1809965e-02  -2.5546933e-02  -1.0887648e-02   1.7416651e-02  -6.0830713e-03   2.0606652e-02
   4.0203622e-02   1.3901539e-02   7.6065474e-02   6.5641530e-05   2.5280445e-02  -8.9878669e-02   8.8425626e-03   7.6490613e-03   4.3766405e-02  -2.3667477e-02  -6.4006428e-02   6.0452566e-02   2.4022832e-02  -4.5914389e-02   2.3130328e-02   7.0209537e-02  -8.3866492e-03  -3.1749168e-02   1.4329742e-03  -2.7932438e-02
   4.4042530e-02   1.9145286e-02   4.6976663e-02   1.3812168e-03  -1.0468961e-02  -5.6492467e-02   2.1896024e-02  -2.9548810e-03   3.2836062e-02   9.6774827e-04  -4.9161146e-02   3.3165659e-02   6.0872016e-03  -2.2237468e-02   2.0118147e-02   4.6559383e-02   1.2971250e-02  -2.8905726e-02   1.0814037e-02  -3.4987572e-02
   2.3686540e-03   3.3962381e-03  -1.1862945e-02   9.8979962e-04  -1.8713111e-02   1.4179062e-02   6.8863960e-03  -6.1918490e-03  -3.2216535e-03   1.3505373e-02   5.9748806e-03  -1.1599896e-02  -9.6556992e-03   1.3035688e-02  -1.4570173e-03  -1.0058833e-02   9.5051728e-03   1.4454752e-03   5.9242660e-03  -5.2383636e-03
  -9.6792363e-02  -4.2702884e-02  -8.5695187e-02  -3.0806017e-03   3.6777405e-02   1.0474228e-01  -5.2740742e-02   9.5456497e-03  -6.3266990e-02  -1.0795593e-02   9.8456614e-02  -5.7301850e-02  -6.7363979e-03   4.0208579e-02  -4.2482197e-02  -8.8492849e-02  -3.9205403e-02   6.1849632e-02  -2.5600064e-02   7.6507967e-02
  -1.7192891e-02  -9.2436123e-03  -1.4636064e-02  -2.5018732e-03   1.4709317e-02   1.5147462e-02  -1.3722201e-02   4.8597259e-03  -1.2412107e-02  -9.3580807e-03   1.8420754e-02  -8.2607576e-03   1.5591165e-03   9.3103774e-04  -8.3181777e-03  -1.5011459e-02  -8.3749348e-03   1.1519196e-02  -7.7844864e-03   1.6865744e-02
  -7.6417963e-03   2.9997244e-03  -3.6109787e-02   4.6866967e-03  -4.3211110e-02   4.7483671e-02   1.3922332e-02  -1.4633148e-02  -1.3872321e-02   3.5099499e-02   2.1974223e-02  -3.3584959e-02  -2.2226975e-02   3.7721172e-02  -5.9719356e-03  -3.1730010e-02   1.6800844e-02   8.7741429e-03   1.1894236e-02  -3.9568260e-03
  -2.8674157e-02  -1.0870485e-02  -4.5773846e-02  -4.2405011e-04  -8.9337804e-03   5.4147496e-02  -9.3382639e-03  -2.8023466e-03  -2.7587735e-02   1.0438831e-02   4.0777457e-02  -3.5243535e-02  -1.2511742e-02   2.6144357e-02  -1.5365889e-02  -4.2947336e-02   7.4060662e-04   2.1432921e-02  -3.1880625e-03   2.1029594e-02
  -7.1582322e-02  -3.3761705e-02  -6.6537803e-02  -4.8257317e-03   3.5321312e-02   7.7378376e-02  -4.3620190e-02   1.0912724e-02  -5.0742212e-02  -1.6261088e-02   7.6081363e-02  -4.3523612e-02  -2.1861296e-03   2.2808502e-02  -3.2555344e-02  -6.7547379e-02  -2.8345604e-02   4.6402387e-02  -2.3187714e-02   6.1251227e-02
   6.5334395e-03   1.2686032e-03   5.1656269e-03  -1.4635784e-03   4.4192082e-03  -8.6480792e-03   1.9847137e-04   2.4793911e-03   2.0464896e-03  -5.8297448e-03  -5.3882360e-03   4.2651171e-03   3.4312255e-03  -8.6195832e-03   2.4984059e-03   5.8037288e-03   2.2740880e-03  -4.2397490e-03  -1.5873845e-03  -1.8758190e-03
  -1.6300122e-01  -6.7297779e-02  -1.8481718e-01  -3.6720163e-03   1.8522554e-02   2.2322340e-01  -7.5084503e-02   2.9281883e-03  -1.2297049e-01   1.2610269e-02   1.8932706e-01  -1.3332213e-01  -3.4648841e-02   1.0000567e-01  -7.7608209e-02  -1.8303644e-01  -4.1380480e-02   1.1107616e-01  -3.2236349e-02   1.2344972e-01
  -3.8112194e-02  -1.2750451e-02  -3.7883073e-02   3.4103531e-03  -7.2942071e-03   5.2138014e-02  -9.8942121e-03  -4.6105074e-03  -2.2840022e-02   1.5037425e-02   3.7874353e-02  -2.8997145e-02  -1.0973828e-02   3.2470301e-02  -1.5381775e-02  -3.8449540e-02  -1.0578196e-02   2.3960419e-02  -1.7210999e-03   2.2345189e-02
  -4.4855454e-02  -1.6812308e-02  -5.6353218e-02   7.0705691e-04  -6.3018791e-03   6.9724074e-02  -1.5654789e-02  -3.2145030e-03  -3.4766190e-02   1.2804270e-02   5.3922554e-02  -4.2393469e-02  -1.4531713e-02   3.6029541e-02  -2.1393172e-02  -5.4788905e-02  -7.2505790e-03   3.1093641e-02  -5.1165831e-03   3.1056997e-02
   7.2376511e-02   2.8980978e-02   9.6287455e-02   1.8247605e-03   3.8072878e-03  -1.1448142e-01   3.0109875e-02   1.9913313e-03   6.1026021e-02  -1.3437013e-02  -9.2643657e-02   7.1571043e-02   2.2354585e-02  -5.3139958e-02   3.6782062e-02   9.2992866e-02   1.0087603e-02  -5.1822573e-02   1.1892063e-02  -5.4366751e-02
  -5.0853143e-02  -2.0449571e-02  -6.9814434e-02  -1.0773557e-03  -4.1527736e-03   8.3067747e-02  -2.0183746e-02  -1.4738572e-03  -4.4260989e-02   1.0321479e-02   6.5734593e-02  -5.2305795e-02  -1.5820286e-02   3.7718643e-02  -2.5544571e-02  -6.6706868e-02  -5.5508644e-03   3.6045705e-02  -8.4989616e-03   3.8563253e-02
  -6.5029162e-02  -2.8842792e-02  -7.3894411e-02  -3.4579359e-03   1.6169724e-02   8.6354585e-02  -3.4220759e-02   4.9121963e-03  -5.1146856e-02  -3.1415569e-03   7.6522769e-02  -5.1929778e-02  -1.0280364e-02   3.2609049e-02  -3.1397485e-02  -7.2576449e-02  -1.7365465e-02   4.4359076e-02  -1.6812721e-02   5.3262265e-02
